playlist,description,track_id,title,release,plays,album,artist1,artist2,artist3,artist_id,popularity_track,genre1,genre2,genre3,artist_followers,explicit,duration,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",7x4ASXYEKfQBCewcZhK776,"Ay, DiOs Mío!",2020-07-10,298018137,"Ay, DiOs Mío!",KAROL G,,,790FomKkXshlbRYZFtlgla,92,latin,reggaeton,reggaeton colombiano,14132716,0,189653,0.718,0.712,11,-4.366,1,0.174,0.512,0.00121,0.104,0.531,180.034,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",7FhopXtl9z9YtD9NwUf9ss,Qué Mal Te Fue (Remix),2020-10-09,25713427,Que Mal Te Fue (Remix),Natti Natasha,Justin Quiles,Miky Woodz,1GDbiv3spRmZ1XdM1jQbT7,80,latin,latin pop,rap latina,5324981,1,206897,0.769,0.712,7,-5.042,0,0.105,0.0812,6.67e-06,0.0988,0.841,173.931,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",0XinBYhf1X3kdvKQHOX971,Tú Me Dejaste De Querer,2020-11-05,71434133,Tú Me Dejaste De Querer,C. Tangana,Niño de Elche,La Húngara,5TYxZTjIPqKM8K8NuP9woO,89,urbano espanol,,,1106514,0,198500,0.812,0.747,4,-4.611,0,0.15,0.31,0.00412,0.1,0.488,168.025,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",2BxzmBb2uqwnpyVuJqIIV9,Victoria,2020-09-18,31854262,Victoria,Lunay,Beéle,,47MpMsUfWtgyIIBEFOr4FE,80,latin,latin pop,reggaeton,3630246,0,223488,0.672,0.683,11,-4.433,0,0.105,0.542,0.0,0.203,0.568,88.042,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",4Atb7JMjADktnKGOXzUmeF,Borrachos,2020-11-20,nan,rifresh,Mau y Ricky,,,2wkoKEfS6dXwThbyTnZWFU,65,latin,latin pop,pop venezolano,2673418,0,203136,0.711,0.768,6,-2.862,1,0.0409,0.171,0.0,0.0902,0.797,93.974,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",3GtnId3Cm1Xa6joCj08nzW,Jeans,2020-08-14,181454750,Jeans,Justin Quiles,,,14zUHaJZo1mnYtn6IBRaRP,92,latin,reggaeton,trap latino,2365352,1,185840,0.807,0.656,3,-4.395,0,0.105,0.0165,0.0,0.0693,0.89,83.943,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",7Ed1gXqOXuOVKz36x1t8SM,11 RAZONES,2020-12-06,6806478,11 RAZONES,Aitana,,,7eLcDZDYHXZCebtQmVFL25,72,latin pop,latin talent show,spanish pop,1311439,0,213180,0.55,0.874,5,-3.937,1,0.0508,0.00599,0.0,0.214,0.348,166.011,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",2wUgG5Fr9PQcIbKRfVJ76C,Pa Ti - Spanglish Version,2020-09-24,15248792,Pa Ti + Lonely,Jennifer Lopez,Maluma,,2DlGxzQSjYe5N6G9nkYghR,72,dance pop,pop,pop dance,9203046,0,229549,0.856,0.767,9,-2.365,0,0.0415,0.244,0.000358,0.0648,0.787,140.031,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",3kml9ZdpT7UYk1ugkjqOzt,Don Don,2020-09-11,87207129,Don Don,Daddy Yankee,Anuel AA,Kendo Kaponi,4VMYDCV2IEDYJArk749S6m,85,latin,latin hip hop,reggaeton,21566156,1,275893,0.838,0.819,5,-4.681,0,0.211,0.285,6.3e-05,0.224,0.656,105.027,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",2etJ67Egf7woMgOikVrlJM,Travesuras,2020-11-05,25385334,Travesuras,Flow La Movie,Nio Garcia,Casper Magico,2oT7xd9iTO2ejLsNGIMa5f,83,reggaeton,trap latino,,1287,1,204180,0.756,0.83,1,-5.288,1,0.0842,0.182,0.000384,0.227,0.422,175.961,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",3vu864xi5Xis9VfOsJpmXu,Rainha da Favela,2020-11-12,27918069,Rainha da Favela,Ludmilla,,,3CDoRporvSjdzTrm99a3gi,85,funk carioca,funk pop,pagode baiano,3679221,0,160905,0.867,0.67,0,-3.839,0,0.0438,0.23,0.00468,0.0889,0.891,135.064,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",01SMtfSbJlcxUdJvOofMOx,Jockey,2020-10-23,17446920,Jockey,Dalex,Lenny Tavárez,iZaak,0KPX4Ucy9dk82uj4GpKesn,78,latin,r&b en espanol,reggaeton,2963719,1,221547,0.598,0.556,7,-4.299,1,0.142,0.0979,0.000933,0.131,0.552,170.057,4
¡Viva Latino!,"Today's top Latin hits are right here, on ¡Viva Latino! Cover: Boza",4jcxBTrNvyqMJdMDyyjdYV,Dime Cómo Quieres,2020-11-13,38572555,AYAYAY! (Súper Deluxe),Christian Nodal,Ángela Aguilar,,0XwVARXT135rw8lyw1EeWP,84,mariachi,nuevo regional mexicano,ranchera,5580380,0,171360,0.839,0.667,11,-3.961,0,0.031,0.322,0.0,0.244,0.878,124.889,4
